"Localidades";"Períodos";"Óbitos por Causas Externas ";"Taxa de Mortalidade por Causas Externas (Por cem mil habitantes)";"Óbitos por Agressões ";"Taxa de Mortalidade por Agressões (Por cem mil habitantes)";"Óbitos por Acidentes de Transportes ";"Taxa de Mortalidade por Acidentes de Transportes (Por cem mil habitantes)";"Cód. IBGE"
"Orindiúva";"2017";"2";"30,63";"-";"-";"-";"-";3534203
"Orlândia";"2013";"17";"41,91";"3";"7,4";"9";"22,19";3534302
"Orlândia";"2014";"15";"36,73";"2";"4,9";"1";"2,45";3534302
"Orlândia";"2015";"19";"46,21";"2";"4,86";"4";"9,73";3534302
"Orlândia";"2016";"14";"33,86";"1";"2,42";"8";"19,35";3534302
"Orlândia";"2017";"14";"33,68";"1";"2,41";"8";"19,24";3534302
"Osasco";"2013";"381";"56,83";"128";"19,09";"90";"13,42";3534401
"Osasco";"2014";"425";"63,27";"129";"19,21";"82";"12,21";3534401
"Osasco";"2015";"419";"62,26";"119";"17,68";"84";"12,48";3534401
"Osasco";"2016";"353";"52,33";"103";"15,27";"68";"10,08";3534401
"Osasco";"2017";"385";"56,94";"94";"13,9";"73";"10,8";3534401
"Oscar Bressane";"2013";"1";"39,53";"-";"-";"-";"-";3534500
"Oscar Bressane";"2014";"1";"39,57";"-";"-";"-";"-";3534500
"Oscar Bressane";"2015";"-";"-";"-";"-";"-";"-";3534500
"Oscar Bressane";"2016";"-";"-";"-";"-";"-";"-";3534500
"Oscar Bressane";"2017";"1";"39,68";"-";"-";"1";"39,68";3534500
"Osvaldo Cruz";"2013";"21";"67,65";"1";"3,22";"10";"32,21";3534609
"Osvaldo Cruz";"2014";"17";"54,68";"-";"-";"6";"19,3";3534609
"Osvaldo Cruz";"2015";"18";"57,81";"1";"3,21";"4";"12,85";3534609
"Osvaldo Cruz";"2016";"17";"54,56";"-";"-";"3";"9,63";3534609
"Osvaldo Cruz";"2017";"17";"54,51";"1";"3,21";"6";"19,24";3534609
"Ourinhos";"2013";"59";"56,03";"7";"6,65";"26";"24,69";3534708
"Ourinhos";"2014";"59";"55,6";"5";"4,71";"20";"18,85";3534708
"Ourinhos";"2015";"60";"56,12";"9";"8,42";"16";"14,97";3534708
"Ourinhos";"2016";"64";"59,47";"7";"6,5";"21";"19,51";3534708
"Ourinhos";"2017";"67";"61,85";"9";"8,31";"17";"15,69";3534708
"Ouro Verde";"2013";"7";"88,17";"-";"-";"4";"50,38";3534807
"Ouro Verde";"2014";"4";"50,08";"-";"-";"1";"12,52";3534807
"Ouro Verde";"2015";"4";"49,77";"1";"12,44";"-";"-";3534807
"Ouro Verde";"2016";"2";"24,75";"-";"-";"-";"-";3534807
"Ouro Verde";"2017";"7";"86,11";"1";"12,3";"1";"12,3";3534807
"Ouroeste";"2013";"8";"90,63";"-";"-";"4";"45,32";3534757
"Ouroeste";"2014";"5";"55,69";"-";"-";"4";"44,55";3534757
"Ouroeste";"2015";"6";"65,69";"1";"10,95";"1";"10,95";3534757
"Ouroeste";"2016";"5";"54";"1";"10,8";"1";"10,8";3534757
"Ouroeste";"2017";"9";"95,9";"1";"10,66";"3";"31,97";3534757
"Pacaembu";"2013";"3";"22,78";"1";"7,59";"-";"-";3534906
"Pacaembu";"2014";"15";"114,02";"-";"-";"6";"45,61";3534906
"Pacaembu";"2015";"7";"53,28";"1";"7,61";"1";"7,61";3534906
"Pacaembu";"2016";"9";"68,59";"-";"-";"3";"22,86";3534906
"Pacaembu";"2017";"9";"68,68";"-";"-";"3";"22,89";3534906
"Palestina";"2013";"12";"105,16";"-";"-";"7";"61,34";3535002
"Palestina";"2014";"10";"86,66";"-";"-";"6";"51,99";3535002
"Palestina";"2015";"10";"85,69";"1";"8,57";"4";"34,28";3535002
"Palestina";"2016";"10";"84,99";"-";"-";"6";"50,99";3535002
"Palestina";"2017";"5";"42,15";"-";"-";"-";"-";3535002
"Palmares Paulista";"2013";"8";"69,2";"2";"17,3";"3";"25,95";3535101
"Palmares Paulista";"2014";"4";"33,94";"1";"8,49";"1";"8,49";3535101
"Palmares Paulista";"2015";"2";"16,65";"-";"-";"2";"16,65";3535101
"Palmares Paulista";"2016";"6";"49,16";"1";"8,19";"2";"16,39";3535101
"Palmares Paulista";"2017";"9";"72,59";"-";"-";"5";"40,33";3535101
"Palmeira d'Oeste";"2013";"7";"74,29";"1";"10,61";"1";"10,61";3535200
"Palmeira d'Oeste";"2014";"6";"64,05";"1";"10,67";"3";"32,02";3535200
"Palmeira d'Oeste";"2015";"9";"96,64";"-";"-";"4";"42,95";3535200
"Palmeira d'Oeste";"2016";"7";"75,46";"1";"10,78";"-";"-";3535200
"Palmeira d'Oeste";"2017";"3";"32,47";"1";"10,82";"1";"10,82";3535200
"Palmital";"2013";"17";"79,75";"3";"14,07";"2";"9,38";3535309
"Palmital";"2014";"19";"88,94";"4";"18,72";"8";"37,45";3535309
"Palmital";"2015";"16";"74,74";"2";"9,34";"6";"28,03";3535309
"Palmital";"2016";"13";"60,62";"2";"9,33";"-";"-";3535309
"Palmital";"2017";"16";"74,47";"1";"4,65";"8";"37,24";3535309
"Panorama";"2013";"11";"74,49";"2";"13,54";"4";"27,09";3535408
"Panorama";"2014";"8";"53,94";"-";"-";"2";"13,48";3535408
"Panorama";"2015";"7";"46,99";"1";"6,71";"5";"33,56";3535408
"Panorama";"2016";"7";"46,8";"-";"-";"1";"6,69";3535408
"Panorama";"2017";"10";"66,59";"1";"6,66";"1";"6,66";3535408
"Paraguaçu Paulista";"2013";"23";"53,67";"6";"14";"8";"18,67";3535507
"Paraguaçu Paulista";"2014";"34";"78,96";"7";"16,26";"14";"32,51";3535507
"Paraguaçu Paulista";"2015";"25";"57,78";"8";"18,49";"4";"9,25";3535507
"Paraguaçu Paulista";"2016";"20";"46,03";"4";"9,21";"5";"11,51";3535507
"Paraguaçu Paulista";"2017";"14";"32,09";"1";"2,29";"8";"18,34";3535507
"Paraibuna";"2013";"9";"51,03";"-";"-";"3";"17,01";3535606
"Paraibuna";"2014";"14";"78,99";"2";"11,28";"10";"56,42";3535606
"Paraibuna";"2015";"14";"78,61";"3";"16,85";"2";"11,23";3535606
"Paraibuna";"2016";"10";"55,89";"3";"16,77";"2";"11,18";3535606
"Paraibuna";"2017";"5";"27,81";"1";"5,56";"1";"5,56";3535606
"Paraíso";"2013";"3";"49,84";"1";"16,61";"-";"-";3535705
"Paraíso";"2014";"3";"49,5";"-";"-";"-";"-";3535705
"Paraíso";"2015";"8";"131,08";"-";"-";"6";"98,31";3535705
"Paraíso";"2016";"9";"146,7";"-";"-";"5";"81,5";3535705
"Paraíso";"2017";"2";"32,42";"-";"-";"2";"32,42";3535705
"Paranapanema";"2013";"12";"65,11";"1";"5,43";"5";"27,13";3535804
"Paranapanema";"2014";"14";"75,08";"-";"-";"6";"32,18";3535804
"Paranapanema";"2015";"4";"21,2";"-";"-";"2";"10,6";3535804
"Paranapanema";"2016";"6";"31,44";"-";"-";"3";"15,72";3535804
"Paranapanema";"2017";"8";"41,45";"1";"5,18";"3";"15,54";3535804
"Paranapuã";"2013";"7";"182,24";"-";"-";"5";"130,17";3535903
"Paranapuã";"2014";"2";"51,93";"-";"-";"2";"51,93";3535903
"Paranapuã";"2015";"4";"103,63";"-";"-";"2";"51,81";3535903
"Paranapuã";"2016";"3";"77,6";"-";"-";"2";"51,73";3535903
"Paranapuã";"2017";"2";"51,64";"-";"-";"2";"51,64";3535903
"Parapuã";"2013";"11";"102,47";"3";"27,95";"2";"18,63";3536000
"Parapuã";"2014";"6";"56,08";"1";"9,35";"3";"28,04";3536000
"Parapuã";"2015";"6";"56,27";"1";"9,38";"4";"37,52";3536000
"Parapuã";"2016";"3";"28,22";"1";"9,41";"1";"9,41";3536000
"Parapuã";"2017";"7";"66,04";"-";"-";"2";"18,87";3536000
"Pardinho";"2013";"1";"17,19";"-";"-";"-";"-";3536109
"Pardinho";"2014";"4";"67,79";"-";"-";"3";"50,84";3536109
"Pardinho";"2015";"9";"150,38";"1";"16,71";"4";"66,83";3536109
"Pardinho";"2016";"5";"82,45";"2";"32,98";"2";"32,98";3536109
"Pardinho";"2017";"3";"48,83";"-";"-";"-";"-";3536109
"Pariquera-Açu";"2013";"7";"37,45";"-";"-";"6";"32,1";3536208
"Pariquera-Açu";"2014";"12";"63,92";"2";"10,65";"9";"47,94";3536208
"Pariquera-Açu";"2015";"11";"58,33";"1";"5,3";"5";"26,51";3536208
"Pariquera-Açu";"2016";"17";"89,77";"-";"-";"8";"42,25";3536208
"Pariquera-Açu";"2017";"17";"89,4";"2";"10,52";"7";"36,81";3536208
"Parisi";"2013";"1";"49";"-";"-";"-";"-";3536257
"Parisi";"2014";"1";"48,92";"-";"-";"1";"48,92";3536257
"Parisi";"2015";"2";"97,66";"-";"-";"1";"48,83";3536257
"Parisi";"2016";"1";"48,8";"-";"-";"1";"48,8";3536257
"Parisi";"2017";"4";"195,12";"-";"-";"3";"146,34";3536257
"Patrocínio Paulista";"2013";"8";"59,52";"-";"-";"5";"37,2";3536307
"Patrocínio Paulista";"2014";"2";"14,71";"-";"-";"-";"-";3536307
"Patrocínio Paulista";"2015";"8";"58,18";"1";"7,27";"4";"29,09";3536307
"Patrocínio Paulista";"2016";"5";"36";"1";"7,2";"1";"7,2";3536307
"Patrocínio Paulista";"2017";"2";"14,25";"-";"-";"1";"7,13";3536307
"Paulicéia";"2013";"5";"75,95";"-";"-";"4";"60,76";3536406
"Paulicéia";"2014";"6";"89,97";"2";"29,99";"3";"44,98";3536406
"Paulicéia";"2015";"9";"133,2";"1";"14,8";"5";"74";3536406
"Paulicéia";"2016";"5";"73,17";"-";"-";"2";"29,27";3536406
"Paulicéia";"2017";"6";"86,83";"-";"-";"1";"14,47";3536406
"Paulínia";"2013";"47";"52,51";"15";"16,76";"15";"16,76";3536505
"Paulínia";"2014";"52";"56,38";"11";"11,93";"20";"21,68";3536505
"Paulínia";"2015";"39";"41,04";"10";"10,52";"10";"10,52";3536505
"Paulínia";"2016";"52";"53,63";"14";"14,44";"13";"13,41";3536505
"Paulínia";"2017";"38";"38,42";"10";"10,11";"4";"4,04";3536505
"Paulistânia";"2013";"2";"112,49";"-";"-";"2";"112,49";3536570
"Paulistânia";"2014";"-";"-";"-";"-";"-";"-";3536570
"Paulistânia";"2015";"-";"-";"-";"-";"-";"-";3536570
"Paulistânia";"2016";"-";"-";"-";"-";"-";"-";3536570
"Paulistânia";"2017";"-";"-";"-";"-";"-";"-";3536570
"Paulo de Faria";"2013";"8";"93,48";"2";"23,37";"1";"11,68";3536604
"Paulo de Faria";"2014";"5";"58,49";"-";"-";"2";"23,4";3536604
"Paulo de Faria";"2015";"4";"46,85";"2";"23,42";"1";"11,71";3536604
"Paulo de Faria";"2016";"3";"35,15";"-";"-";"-";"-";3536604
"Paulo de Faria";"2017";"8";"93,78";"-";"-";"1";"11,72";3536604
"Pederneiras";"2013";"24";"56,16";"4";"9,36";"8";"18,72";3536703
"Pederneiras";"2014";"25";"57,91";"2";"4,63";"10";"23,16";3536703
"Pederneiras";"2015";"28";"64,21";"3";"6,88";"8";"18,35";3536703
"Pederneiras";"2016";"23";"52,28";"5";"11,37";"3";"6,82";3536703
"Pederneiras";"2017";"31";"69,85";"4";"9,01";"6";"13,52";3536703
"Pedra Bela";"2013";"5";"85,63";"-";"-";"3";"51,38";3536802
"Pedra Bela";"2014";"5";"85,34";"-";"-";"2";"34,14";3536802
"Pedra Bela";"2015";"4";"68,04";"-";"-";"2";"34,02";3536802
"Pedra Bela";"2016";"6";"101,76";"1";"16,96";"1";"16,96";3536802
"Pedra Bela";"2017";"4";"67,66";"-";"-";"1";"16,91";3536802
"Pedranópolis";"2013";"2";"79,68";"-";"-";"-";"-";3536901
"Pedranópolis";"2014";"5";"200,48";"1";"40,1";"1";"40,1";3536901
"Pedranópolis";"2015";"-";"-";"-";"-";"-";"-";3536901
"Pedranópolis";"2016";"-";"-";"-";"-";"-";"-";3536901
"Pedranópolis";"2017";"4";"162,93";"-";"-";"1";"40,73";3536901
"Pedregulho";"2013";"8";"50,38";"-";"-";"4";"25,19";3537008
"Pedregulho";"2014";"17";"106,65";"2";"12,55";"10";"62,74";3537008
"Pedregulho";"2015";"7";"43,74";"1";"6,25";"1";"6,25";3537008
"Pedregulho";"2016";"13";"80,96";"2";"12,46";"3";"18,68";3537008
"Pedregulho";"2017";"9";"55,86";"1";"6,21";"3";"18,62";3537008
"Pedreira";"2013";"21";"48,68";"3";"6,95";"4";"9,27";3537107
"Pedreira";"2014";"14";"32,04";"2";"4,58";"7";"16,02";3537107
"Pedreira";"2015";"17";"38,41";"1";"2,26";"8";"18,08";3537107
"Pedreira";"2016";"33";"73,81";"5";"11,18";"8";"17,89";3537107
"Pedreira";"2017";"23";"50,93";"1";"2,21";"7";"15,5";3537107
"Pedrinhas Paulista";"2013";"2";"67,52";"-";"-";"1";"33,76";3537156
"Pedrinhas Paulista";"2014";"3";"101,04";"1";"33,68";"1";"33,68";3537156
"Pedrinhas Paulista";"2015";"2";"67,18";"-";"-";"-";"-";3537156
"Pedrinhas Paulista";"2016";"1";"33,52";"-";"-";"-";"-";3537156
"Pedrinhas Paulista";"2017";"-";"-";"-";"-";"-";"-";3537156
"Pedro de Toledo";"2013";"8";"76,77";"2";"19,19";"4";"38,38";3537206
"Pedro de Toledo";"2014";"7";"66,69";"1";"9,53";"2";"19,05";3537206
"Pedro de Toledo";"2015";"11";"104,03";"4";"37,83";"3";"28,37";3537206
"Pedro de Toledo";"2016";"13";"122,03";"1";"9,39";"9";"84,48";3537206
"Pedro de Toledo";"2017";"5";"46,58";"1";"9,32";"-";"-";3537206
"Penápolis";"2013";"47";"79,34";"5";"8,44";"17";"28,7";3537305
"Penápolis";"2014";"42";"70,6";"2";"3,36";"17";"28,58";3537305
"Penápolis";"2015";"35";"58,58";"3";"5,02";"14";"23,43";3537305
"Penápolis";"2016";"40";"66,72";"5";"8,34";"10";"16,68";3537305
"Penápolis";"2017";"27";"44,88";"5";"8,31";"3";"4,99";3537305
"Pereira Barreto";"2013";"24";"95,6";"6";"23,9";"7";"27,88";3537404
"Pereira Barreto";"2014";"20";"79,52";"4";"15,9";"9";"35,78";3537404
"Pereira Barreto";"2015";"19";"75,4";"-";"-";"7";"27,78";3537404
"Pereira Barreto";"2016";"15";"59,44";"2";"7,92";"2";"7,92";3537404
"Pereira Barreto";"2017";"14";"55,39";"2";"7,91";"3";"11,87";3537404
"Pereiras";"2013";"6";"77,4";"-";"-";"5";"64,5";3537503
"Pereiras";"2014";"4";"50,9";"1";"12,73";"3";"38,18";3537503
"Pereiras";"2015";"4";"50,22";"-";"-";"3";"37,66";3537503
"Pereiras";"2016";"6";"74,48";"-";"-";"1";"12,41";3537503
"Pereiras";"2017";"4";"49,1";"-";"-";"1";"12,27";3537503
"Peruíbe";"2013";"47";"76,24";"15";"24,33";"10";"16,22";3537602
"Peruíbe";"2014";"39";"62,59";"9";"14,44";"9";"14,44";3537602
"Peruíbe";"2015";"61";"96,86";"11";"17,47";"13";"20,64";3537602
"Peruíbe";"2016";"38";"59,74";"10";"15,72";"4";"6,29";3537602
"Peruíbe";"2017";"42";"65,37";"8";"12,45";"11";"17,12";3537602
"Piacatu";"2013";"4";"73,14";"-";"-";"1";"18,28";3537701
"Piacatu";"2014";"2";"36,14";"-";"-";"1";"18,07";3537701
"Piacatu";"2015";"2";"35,72";"-";"-";"1";"17,86";3537701
"Piacatu";"2016";"3";"53,04";"-";"-";"1";"17,68";3537701
"Piacatu";"2017";"2";"35";"1";"17,5";"1";"17,5";3537701
"Piedade";"2013";"36";"68,55";"4";"7,62";"18";"34,28";3537800
"Piedade";"2014";"41";"77,88";"5";"9,5";"17";"32,29";3537800
"Piedade";"2015";"34";"64,42";"5";"9,47";"18";"34,11";3537800
"Piedade";"2016";"34";"64,24";"5";"9,45";"11";"20,78";3537800
"Piedade";"2017";"30";"56,52";"9";"16,96";"4";"7,54";3537800
"Pilar do Sul";"2013";"29";"107,58";"3";"11,13";"12";"44,52";3537909
"Pilar do Sul";"2014";"19";"69,98";"1";"3,68";"9";"33,15";3537909
"Pilar do Sul";"2015";"13";"47,54";"1";"3,66";"7";"25,6";3537909
"Pilar do Sul";"2016";"19";"69,05";"3";"10,9";"10";"36,34";3537909
"Pilar do Sul";"2017";"15";"54,17";"3";"10,83";"7";"25,28";3537909
"Pindamonhangaba";"2013";"83";"54,52";"25";"16,42";"23";"15,11";3538006
"Pindamonhangaba";"2014";"103";"66,85";"37";"24,01";"32";"20,77";3538006
"Pindamonhangaba";"2015";"88";"56,43";"34";"21,8";"15";"9,62";3538006
"Pindamonhangaba";"2016";"100";"63,51";"37";"23,5";"31";"19,69";3538006
"Pindamonhangaba";"2017";"81";"50,95";"21";"13,21";"15";"9,44";3538006
"Pindorama";"2013";"8";"51,78";"1";"6,47";"2";"12,94";3538105
"Pindorama";"2014";"11";"70,53";"1";"6,41";"5";"32,06";3538105
"Pindorama";"2015";"14";"88,93";"3";"19,06";"6";"38,11";3538105
"Pindorama";"2016";"9";"56,8";"1";"6,31";"2";"12,62";3538105
"Pindorama";"2017";"11";"68,98";"2";"12,54";"4";"25,08";3538105
"Pinhalzinho";"2013";"10";"73,5";"4";"29,4";"5";"36,75";3538204
"Pinhalzinho";"2014";"11";"79,8";"1";"7,25";"5";"36,27";3538204
"Pinhalzinho";"2015";"6";"42,97";"-";"-";"2";"14,32";3538204
"Pinhalzinho";"2016";"11";"77,91";"3";"21,25";"5";"35,41";3538204
"Pinhalzinho";"2017";"7";"49,04";"-";"-";"1";"7,01";3538204
"Piquerobi";"2013";"5";"141,44";"-";"-";"1";"28,29";3538303
"Piquerobi";"2014";"-";"-";"-";"-";"-";"-";3538303
"Piquerobi";"2015";"1";"28,3";"-";"-";"-";"-";3538303
"Piquerobi";"2016";"2";"56,59";"-";"-";"-";"-";3538303
"Piquerobi";"2017";"3";"84,89";"2";"56,59";"-";"-";3538303
"Piquete";"2013";"9";"64,55";"3";"21,52";"-";"-";3538501
"Piquete";"2014";"2";"14,41";"1";"7,2";"1";"7,2";3538501
"Piquete";"2015";"14";"101,26";"2";"14,47";"3";"21,7";3538501
"Piquete";"2016";"8";"58,01";"2";"14,5";"-";"-";3538501
"Piquete";"2017";"8";"58,16";"4";"29,08";"1";"7,27";3538501
"Piracaia";"2013";"14";"55";"4";"15,71";"3";"11,79";3538600
"Piracaia";"2014";"19";"74,3";"1";"3,91";"11";"43,01";3538600
"Piracaia";"2015";"17";"66,17";"1";"3,89";"8";"31,14";3538600
"Piracaia";"2016";"21";"81,36";"2";"7,75";"8";"30,99";3538600
"Piracaia";"2017";"17";"65,56";"2";"7,71";"2";"7,71";3538600
"Piracicaba";"2013";"248";"66,57";"68";"18,25";"62";"16,64";3538709
"Piracicaba";"2014";"216";"57,55";"46";"12,25";"80";"21,31";3538709
"Piracicaba";"2015";"216";"57,11";"50";"13,22";"65";"17,19";3538709
"Piracicaba";"2016";"186";"48,88";"40";"10,51";"48";"12,62";3538709
"Piracicaba";"2017";"184";"48,06";"29";"7,58";"56";"14,63";3538709
"Piraju";"2013";"16";"56,09";"2";"7,01";"4";"14,02";3538808
"Piraju";"2014";"26";"91,08";"5";"17,51";"12";"42,04";3538808
"Piraju";"2015";"22";"77,01";"3";"10,5";"6";"21";3538808
"Piraju";"2016";"12";"42,01";"-";"-";"3";"10,5";3538808
"Piraju";"2017";"18";"63,01";"2";"7";"5";"17,5";3538808
"Pirajuí";"2013";"13";"56,68";"2";"8,72";"2";"8,72";3538907
"Pirajuí";"2014";"15";"65,15";"2";"8,69";"5";"21,72";3538907
"Pirajuí";"2015";"17";"73,56";"1";"4,33";"4";"17,31";3538907
"Pirajuí";"2016";"10";"43,22";"2";"8,64";"-";"-";3538907
"Pirajuí";"2017";"16";"69,06";"-";"-";"6";"25,9";3538907
"Pirangi";"2013";"14";"130,91";"-";"-";"6";"56,11";3539004
"Pirangi";"2014";"15";"139,95";"1";"9,33";"6";"55,98";3539004
"Pirangi";"2015";"4";"37,23";"1";"9,31";"2";"18,62";3539004
"Pirangi";"2016";"8";"74,35";"-";"-";"4";"37,17";3539004
"Pirangi";"2017";"7";"64,97";"2";"18,56";"-";"-";3539004
"Pirapora do Bom Jesus";"2013";"8";"48,18";"2";"12,04";"1";"6,02";3539103
"Pirapora do Bom Jesus";"2014";"10";"59,11";"2";"11,82";"2";"11,82";3539103
"Pirapora do Bom Jesus";"2015";"9";"52,22";"2";"11,6";"2";"11,6";3539103
"Pirapora do Bom Jesus";"2016";"15";"85,48";"2";"11,4";"6";"34,19";3539103
"Pirapora do Bom Jesus";"2017";"9";"50,38";"3";"16,79";"-";"-";3539103
"Pirapozinho";"2013";"20";"78,61";"2";"7,86";"8";"31,44";3539202
"Pirapozinho";"2014";"20";"77,81";"1";"3,89";"6";"23,34";3539202
"Pirapozinho";"2015";"7";"26,95";"-";"-";"4";"15,4";3539202
"Pirapozinho";"2016";"12";"45,78";"3";"11,44";"-";"-";3539202
"Pirapozinho";"2017";"16";"60,47";"1";"3,78";"2";"7,56";3539202
"Pirassununga";"2013";"52";"73,01";"10";"14,04";"17";"23,87";3539301
"Pirassununga";"2014";"37";"51,66";"4";"5,59";"11";"15,36";3539301
"Pirassununga";"2015";"33";"45,82";"1";"1,39";"13";"18,05";3539301
"Pirassununga";"2016";"30";"41,46";"4";"5,53";"7";"9,67";3539301
"Pirassununga";"2017";"36";"49,52";"3";"4,13";"11";"15,13";3539301
"Piratininga";"2013";"14";"112,78";"-";"-";"9";"72,5";3539400
"Piratininga";"2014";"3";"23,94";"1";"7,98";"1";"7,98";3539400
"Piratininga";"2015";"3";"23,71";"-";"-";"1";"7,9";3539400
"Piratininga";"2016";"7";"54,84";"-";"-";"3";"23,5";3539400
"Piratininga";"2017";"5";"38,83";"3";"23,3";"-";"-";3539400
"Pitangueiras";"2013";"20";"55,12";"7";"19,29";"4";"11,02";3539509
"Pitangueiras";"2014";"25";"68,25";"4";"10,92";"12";"32,76";3539509
"Pitangueiras";"2015";"28";"75,72";"3";"8,11";"7";"18,93";3539509
"Pitangueiras";"2016";"24";"64,35";"5";"13,41";"8";"21,45";3539509
"Pitangueiras";"2017";"24";"63,81";"1";"2,66";"9";"23,93";3539509
"Planalto";"2013";"4";"85,51";"-";"-";"3";"64,13";3539608
"Planalto";"2014";"4";"84,12";"-";"-";"3";"63,09";3539608
"Planalto";"2015";"2";"41,39";"1";"20,7";"1";"20,7";3539608
"Planalto";"2016";"4";"81,68";"-";"-";"2";"40,84";3539608
"Planalto";"2017";"5";"100,73";"-";"-";"1";"20,15";3539608
"Platina";"2013";"4";"121,84";"-";"-";"4";"121,84";3539707
"Platina";"2014";"-";"-";"-";"-";"-";"-";3539707
"Platina";"2015";"1";"29,88";"-";"-";"-";"-";3539707
"Platina";"2016";"1";"29,6";"-";"-";"1";"29,6";3539707
"Platina";"2017";"1";"29,34";"-";"-";"-";"-";3539707
"Poá";"2013";"66";"60,57";"17";"15,6";"16";"14,68";3539806
"Poá";"2014";"52";"47,27";"17";"15,45";"12";"10,91";3539806
"Poá";"2015";"60";"54,03";"19";"17,11";"11";"9,91";3539806
"Poá";"2016";"58";"51,82";"19";"16,98";"13";"11,61";3539806
"Poá";"2017";"66";"58,5";"15";"13,3";"11";"9,75";3539806
"Poloni";"2013";"5";"91,27";"1";"18,25";"1";"18,25";3539905
"Poloni";"2014";"3";"54,48";"-";"-";"2";"36,32";3539905
"Poloni";"2015";"4";"72,24";"-";"-";"1";"18,06";3539905
"Poloni";"2016";"9";"161,81";"1";"17,98";"3";"53,94";3539905
"Poloni";"2017";"1";"17,89";"-";"-";"1";"17,89";3539905
"Pompéia";"2013";"5";"24,55";"1";"4,91";"1";"4,91";3540002
"Pompéia";"2014";"12";"58,52";"1";"4,88";"5";"24,38";3540002
"Pompéia";"2015";"14";"67,8";"2";"9,69";"3";"14,53";3540002
"Pompéia";"2016";"9";"43,32";"-";"-";"4";"19,25";3540002
"Pompéia";"2017";"13";"62,2";"1";"4,78";"6";"28,71";3540002
"Pongaí";"2013";"2";"58,33";"-";"-";"1";"29,16";3540101
"Pongaí";"2014";"1";"29,32";"-";"-";"-";"-";3540101
"Pongaí";"2015";"2";"58,94";"-";"-";"-";"-";3540101
"Pongaí";"2016";"2";"59,08";"-";"-";"-";"-";3540101
"Pongaí";"2017";"2";"59,24";"-";"-";"1";"29,62";3540101
"Pontal";"2013";"25";"57,9";"7";"16,21";"8";"18,53";3540200
"Pontal";"2014";"31";"70,07";"8";"18,08";"9";"20,34";3540200
"Pontal";"2015";"31";"68,39";"5";"11,03";"9";"19,86";3540200
"Pontal";"2016";"20";"43,39";"2";"4,34";"7";"15,19";3540200
"Pontal";"2017";"27";"57,61";"7";"14,94";"5";"10,67";3540200
"Pontalinda";"2013";"1";"23,79";"1";"23,79";"-";"-";3540259
"Pontalinda";"2014";"3";"70,6";"-";"-";"2";"47,07";3540259
"Pontalinda";"2015";"3";"69,85";"-";"-";"1";"23,28";3540259
"Pontalinda";"2016";"2";"46,16";"1";"23,08";"-";"-";3540259
"Pontalinda";"2017";"-";"-";"-";"-";"-";"-";3540259
"Pontes Gestal";"2013";"2";"79,4";"-";"-";"2";"79,4";3540309
"Pontes Gestal";"2014";"-";"-";"-";"-";"-";"-";3540309
"Pontes Gestal";"2015";"1";"39,68";"-";"-";"1";"39,68";3540309
"Pontes Gestal";"2016";"4";"158,6";"-";"-";"3";"118,95";3540309
"Pontes Gestal";"2017";"4";"158,48";"-";"-";"3";"118,86";3540309
"Populina";"2013";"2";"48,2";"-";"-";"1";"24,1";3540408
"Populina";"2014";"1";"24,24";"1";"24,24";"-";"-";3540408
"Populina";"2015";"3";"73,17";"1";"24,39";"-";"-";3540408
"Populina";"2016";"5";"122,58";"1";"24,52";"-";"-";3540408
"Populina";"2017";"1";"24,64";"-";"-";"-";"-";3540408
"Porangaba";"2013";"8";"92,71";"2";"23,18";"2";"23,18";3540507
"Porangaba";"2014";"10";"114,44";"-";"-";"7";"80,11";3540507
"Porangaba";"2015";"8";"90,41";"-";"-";"3";"33,9";3540507
"Porangaba";"2016";"3";"33,56";"-";"-";"1";"11,19";3540507
"Porangaba";"2017";"4";"44,29";"1";"11,07";"-";"-";3540507
"Porto Feliz";"2013";"28";"56,29";"3";"6,03";"12";"24,12";3540606
"Porto Feliz";"2014";"29";"57,95";"6";"11,99";"11";"21,98";3540606
"Porto Feliz";"2015";"42";"83,43";"10";"19,87";"16";"31,78";3540606
"Porto Feliz";"2016";"27";"53,35";"4";"7,9";"6";"11,86";3540606
"Porto Feliz";"2017";"34";"66,83";"4";"7,86";"7";"13,76";3540606
"Porto Ferreira";"2013";"32";"61,23";"4";"7,65";"11";"21,05";3540705
"Porto Ferreira";"2014";"30";"57,07";"8";"15,22";"9";"17,12";3540705
"Porto Ferreira";"2015";"37";"69,98";"7";"13,24";"18";"34,04";3540705
"Porto Ferreira";"2016";"23";"43,3";"7";"13,18";"6";"11,3";3540705
"Porto Ferreira";"2017";"35";"65,59";"3";"5,62";"8";"14,99";3540705
"Potim";"2013";"9";"45,55";"1";"5,06";"3";"15,18";3540754
"Potim";"2014";"19";"95,48";"12";"60,3";"2";"10,05";3540754
"Potim";"2015";"9";"44,91";"3";"14,97";"-";"-";3540754
"Potim";"2016";"14";"69,41";"8";"39,66";"-";"-";3540754
"Potim";"2017";"13";"64,03";"7";"34,48";"1";"4,93";3540754
"Potirendaba";"2013";"14";"88,47";"4";"25,28";"1";"6,32";3540804
"Potirendaba";"2014";"13";"81,46";"1";"6,27";"4";"25,07";3540804
"Potirendaba";"2015";"19";"118,07";"-";"-";"5";"31,07";3540804
